district_id,district_name,state,care_need,planning_priority_score,risk_score,supply_score,evidence_score,data_quality_score,relevant_claims,strong_claims,partial_claims,pincode_inferred_claims,city_fallback_claims,uncertainty_label,explanation,updated_at
district:c2e6b6c4d86cb1c51d8adb2df25bd5274259449f7de0bbfe52964d59d19f1378,Gurgaon,Haryana,maternal_emergency,50.7,31.0,7.5,31.3,95.0,1,1,0,0,1,weak,"Medium planning priority: health-risk signal is 31.0/100, claimed supply signal is 7.5/100, and evidence strength is 31.3/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is weak; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:50d275338379c282ec42c357b5007efc3a5436ec251f92ed1735d219c693e6b0,Alappuzha,Kerala,maternal_emergency,50.6,17.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 17.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:763f46f7c8914ee3194d65cc9c21c6f350a4ee32853f943f2997865f90bc7092,Lucknow,Uttar Pradesh,maternal_emergency,50.5,32.2,19.1,16.1,100.0,3,0,3,3,0,partial,"Medium planning priority: health-risk signal is 32.2/100, claimed supply signal is 19.1/100, and evidence strength is 16.1/100. Found 3 relevant claimed capabilities (0 strong, 3 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:650c07549e2ac1287fe134a45589ca91ee6ee294fd6f5b0b4a5d9437e0df4e1e,Kollam,Kerala,maternal_emergency,50.4,17.2,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 17.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:b772ecaf469c81765b714173a174ff76fce17748573cffeaef8072a7da3d348f,Kozhikode,Kerala,maternal_emergency,50.4,17.0,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 17.0/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:bb89936e1dbea56733bfb32f7bf37a7f6a0e251f70f4667f7f37eae7e9993a83,Mahasamund,Chhattisgarh,maternal_emergency,49.8,35.6,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 35.6/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:d09cddba88df194294f425cc732ad3ebf3e427edc5416ce62ea36fa34674f055,Imphal West,Manipur,maternal_emergency,49.6,15.6,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 15.6/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:2c2e589d94643c09005c00bb710cc08ae8a394364a5cb32df7513ecfa1fe5f90,Kanpur Nagar,Uttar Pradesh,maternal_emergency,49.3,35.0,20.5,32.3,100.0,2,1,1,2,0,partial,"Medium planning priority: health-risk signal is 35.0/100, claimed supply signal is 20.5/100, and evidence strength is 32.3/100. Found 2 relevant claimed capabilities (1 strong, 1 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:0bdc9f44a875debec2ae87a55ef36c622f5bf38d1aee84292e3c9ea0c6200482,Gopalganj,Bihar,maternal_emergency,48.9,34.0,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 34.0/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:5345d4c93cad77832238b3effd36f880e93520d2f2e8be000fd9ac07623d41d4,Nalbari,Assam,maternal_emergency,48.9,34.0,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 34.0/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:2a458e1290b91652fa6ad2ac49a9cba69df5679e5697cd8c80d956866be1e7dd,Bagalkot,Karnataka,maternal_emergency,48.7,33.7,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 33.7/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:0591404d02e6b5a870a284eb2727df32cd3ea97b39d1c74bebcb25e2734c77f2,Sikar,Rajasthan,maternal_emergency,48.3,23.8,12.8,10.7,100.0,2,0,2,2,0,partial,"Medium planning priority: health-risk signal is 23.8/100, claimed supply signal is 12.8/100, and evidence strength is 10.7/100. Found 2 relevant claimed capabilities (0 strong, 2 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:492f06d826bb71206cc994d6d42a3fd73616c988d6f108896ab1f751ec02b260,Udaipur,Rajasthan,maternal_emergency,48.2,32.8,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 32.8/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e3a725cb277ff1adaa7c22893eeb911a9f6d77748698c36dae99cbae6321d769,Gautam Buddha Nagar,Uttar Pradesh,maternal_emergency,48.2,32.8,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 32.8/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:13ecfb11615a3240cc1ced0a9633cd65a530287f718ce724d899dec70201154e,Kachchh,Gujarat,maternal_emergency,48.1,32.5,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 32.5/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:c6b855f1c044a7654d738f75f8afe9497e68bf182b11148f5d1d49debfc89a4e,Bhiwani,Haryana,maternal_emergency,48.1,32.6,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 32.6/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:b0b48b4a88b91d12e4fee592d655a2e02b4b7a1e0fe513f7e41dd415ff1cadb0,Ghazipur,Uttar Pradesh,maternal_emergency,47.9,32.2,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 32.2/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:a202cabad55a6fb50578efd7d74ad52c18d2dcfe8f0f70e37003ca01f3e472bf,Gorakhpur,Uttar Pradesh,maternal_emergency,46.8,30.3,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 30.3/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:f3eb1876480612b9fecc72a0b260226b5aab1c5995ca43267b70396647237248,Dharmapuri,Tamil Nadu,maternal_emergency,46.8,23.9,7.5,31.3,95.0,1,1,0,0,1,weak,"Medium planning priority: health-risk signal is 23.9/100, claimed supply signal is 7.5/100, and evidence strength is 31.3/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is weak; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:9a60c87b436738a0e26c1908e389fdd310df3e663a98ed6b5ed497d3fcf8b30b,Saharanpur,Uttar Pradesh,maternal_emergency,46.4,29.5,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 29.5/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e85c8806425a024a85d28cb8eb261d35f6eb37aac05f372e0eb7c81e9163a6c8,Bhavnagar,Gujarat,maternal_emergency,46.3,29.3,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 29.3/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e039b98e4c10bbb4a3082c18887d5bfb9687cf1fa853de2bf8b7c211a60aeb77,Khordha,Odisha,maternal_emergency,46.2,29.1,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 29.1/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:fd8422c1b7b0fd9c9e8115ebfaec3359de5cb713872547c5c5cdde6fcc1bff02,Jind,Haryana,maternal_emergency,46.0,28.8,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 28.8/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:eca15d13567868efd42f89728ab1a68c2ec5dd14d8fd63ed67ee70a7a73ec78a,Azamgarh,Uttar Pradesh,maternal_emergency,45.7,31.5,26.9,32.6,100.0,3,1,2,3,0,partial,"Medium planning priority: health-risk signal is 31.5/100, claimed supply signal is 26.9/100, and evidence strength is 32.6/100. Found 3 relevant claimed capabilities (1 strong, 2 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:830bc3ebbcbc729a4cb1072ef31944e06c90c29376d83fabcb58082193a854f1,Kapurthala,Punjab,maternal_emergency,45.6,28.0,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 28.0/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:49c868e2ba0e2612829b4593c0d95bb9143c819ff203dfab363eda5765a6fe8a,Kurukshetra,Haryana,maternal_emergency,45.4,27.9,20.5,32.3,100.0,2,1,1,2,0,partial,"Medium planning priority: health-risk signal is 27.9/100, claimed supply signal is 20.5/100, and evidence strength is 32.3/100. Found 2 relevant claimed capabilities (1 strong, 1 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:07ecdc94401af6667d95ddbb21c47607f0399474913eb6224a975368fc998cd7,Chittoor,Andhra Pradesh,maternal_emergency,45.2,27.3,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 27.3/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:c17a12f47a7ba8fa4a55cc069b75f24cf79434b73467546f382653366fabba51,Jamnagar,Gujarat,maternal_emergency,45.2,27.4,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 27.4/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:ebed34ff314d365710a1afcc4ffc3c4cbe14755ea17c376abb1010db4cf4fcb3,Panchkula,Haryana,maternal_emergency,45.2,27.3,14.2,41.9,100.0,1,1,0,1,0,partial,"Medium planning priority: health-risk signal is 27.3/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:22de743109f196dead79245fc257289e92602a6ebc0472aaf1f568602b72ba06,Tirunelveli,Tamil Nadu,maternal_emergency,44.9,26.8,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 26.8/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:8766666ff773cc92bb2e63bdff2889a27a35a651ca232681dc8350853ff2545c,Indore,Madhya Pradesh,maternal_emergency,44.7,26.8,20.5,32.3,100.0,2,1,1,2,0,partial,"Watch: health-risk signal is 26.8/100, claimed supply signal is 20.5/100, and evidence strength is 32.3/100. Found 2 relevant claimed capabilities (1 strong, 1 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:047315340f10435429123912b44e62ec1ce106b1d06eb133636d84fce599dcef,Agra,Uttar Pradesh,maternal_emergency,44.3,35.4,28.3,53.8,100.0,2,2,0,2,0,strong,"Watch: health-risk signal is 35.4/100, claimed supply signal is 28.3/100, and evidence strength is 53.8/100. Found 2 relevant claimed capabilities (2 strong, 0 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:3fc9a0d7534a6432666f07e4925720f0f8b58193bf428f7d19ade3318846b26a,Dehradun,Uttarakhand,maternal_emergency,44.3,25.7,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 25.7/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:bed8e52abd05f08f131e27b26c475b35417a944c10f019f8875de33d9a842989,Kolkata,West Bengal,maternal_emergency,44.0,30.1,28.0,38.6,95.0,3,2,1,2,1,weak,"Watch: health-risk signal is 30.1/100, claimed supply signal is 28.0/100, and evidence strength is 38.6/100. Found 3 relevant claimed capabilities (2 strong, 1 partial). Overall evidence label is weak; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:1d9c911de139718b07dafbad88f8f523dfbd874b46ebdab7abd89319a16b56a7,Bhopal,Madhya Pradesh,maternal_emergency,43.9,25.0,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 25.0/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:78efe80d7b479859a0214b1b3214057973d81b6337cbab52af853815557cfaed,Kolar,Karnataka,maternal_emergency,43.9,25.0,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 25.0/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:84ac0265e7c9da6868aca824c32122c9a813170702f50270ef9f602f4957dfe7,Chennai,Tamil Nadu,maternal_emergency,43.0,23.6,20.5,32.3,100.0,2,1,1,2,0,partial,"Watch: health-risk signal is 23.6/100, claimed supply signal is 20.5/100, and evidence strength is 32.3/100. Found 2 relevant claimed capabilities (1 strong, 1 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:e8b4a27b76aacedf69ca6bac81fa1b9fce3bbb5b3abe1b662dd9f72b5740456f,Salem,Tamil Nadu,maternal_emergency,43.0,23.3,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 23.3/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:d3bc3e0683b7b6536d6122017ce03ad9bca9248ef397fb72fee5c8605667778a,Patna,Bihar,maternal_emergency,42.6,37.5,46.0,43.7,100.0,6,1,5,6,0,partial,"Watch: health-risk signal is 37.5/100, claimed supply signal is 46.0/100, and evidence strength is 43.7/100. Found 6 relevant claimed capabilities (1 strong, 5 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:447a3af90f73c4c6dc3c253df062f6f88dca810c73e5d6dfbea179bc5305c1c8,Pithoragarh,Uttarakhand,maternal_emergency,42.3,22.1,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 22.1/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:0c3d09b8c8c43b41594382b19b19b77cce60172ffd1ae225fb1bb489b27d923e,Porbandar,Gujarat,maternal_emergency,42.2,21.9,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 21.9/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:46bd86e1ae9bf4437b1e304f57d155ba3c2a6e708455ff7feef95dce85ce3726,North Goa,Goa,maternal_emergency,41.9,21.5,20.5,32.3,100.0,2,1,1,2,0,partial,"Watch: health-risk signal is 21.5/100, claimed supply signal is 20.5/100, and evidence strength is 32.3/100. Found 2 relevant claimed capabilities (1 strong, 1 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:afd02478e29372afcc8f05d2afd2cbc0718b75d36010c51022ec433e212ff233,Malappuram,Kerala,maternal_emergency,41.9,21.4,14.2,41.9,100.0,1,1,0,1,0,partial,"Watch: health-risk signal is 21.4/100, claimed supply signal is 14.2/100, and evidence strength is 41.9/100. Found 1 relevant claimed capabilities (1 strong, 0 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:df6e01c8d30b64ccec4a24ace4db243f6d5d54af44de39f7bd8e3e9867cba36b,Karnal,Haryana,maternal_emergency,41.7,30.7,28.3,53.8,100.0,2,2,0,2,0,strong,"Watch: health-risk signal is 30.7/100, claimed supply signal is 28.3/100, and evidence strength is 53.8/100. Found 2 relevant claimed capabilities (2 strong, 0 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:a9997b1e6ae7c32b5d89ade6906c33b270e56ba8eb3236d20751940aa949504e,Coimbatore,Tamil Nadu,maternal_emergency,41.6,24.0,26.9,32.6,100.0,3,1,2,3,0,partial,"Watch: health-risk signal is 24.0/100, claimed supply signal is 26.9/100, and evidence strength is 32.6/100. Found 3 relevant claimed capabilities (1 strong, 2 partial). Overall evidence label is partial; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:71a420b032f69bb27c252360168586188c4b0b86ebf535bad18d0fe95c8394cd,Jaipur,Rajasthan,maternal_emergency,39.8,27.3,28.3,53.8,100.0,2,2,0,2,0,strong,"Watch: health-risk signal is 27.3/100, claimed supply signal is 28.3/100, and evidence strength is 53.8/100. Found 2 relevant claimed capabilities (2 strong, 0 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:2da92bee94c0bd4b72fc2bb3c033ed9d78e5f8bc052a3d914920d16e90714a55,Amritsar,Punjab,maternal_emergency,38.7,25.2,28.3,53.8,100.0,2,2,0,2,0,strong,"Watch: health-risk signal is 25.2/100, claimed supply signal is 28.3/100, and evidence strength is 53.8/100. Found 2 relevant claimed capabilities (2 strong, 0 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:819e196b93197db5e738a0406ae8a8cf9bab7d5dd6cba8de23df60f68f0078bd,Jalandhar,Punjab,maternal_emergency,38.7,29.8,41.1,49.5,100.0,4,2,2,4,0,strong,"Watch: health-risk signal is 29.8/100, claimed supply signal is 41.1/100, and evidence strength is 49.5/100. Found 4 relevant claimed capabilities (2 strong, 2 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:3342b8edc212dd328782fa3728ed8eaa34b491c6226326241f8503def0451627,Vadodara,Gujarat,maternal_emergency,38.3,39.6,55.2,64.4,100.0,5,3,2,5,0,strong,"Watch: health-risk signal is 39.6/100, claimed supply signal is 55.2/100, and evidence strength is 64.4/100. Found 5 relevant claimed capabilities (3 strong, 2 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:c8c449c316ef61f665c66eec4a0b3d3a0750b5ac05b1fef57fd97f8cbaba1660,Ambala,Haryana,maternal_emergency,32.8,24.1,42.5,65.7,100.0,3,3,0,3,0,strong,"Watch: health-risk signal is 24.1/100, claimed supply signal is 42.5/100, and evidence strength is 65.7/100. Found 3 relevant claimed capabilities (3 strong, 0 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:73330acfbcc19f99c65f8aa7ee5124a475f7d1cd1f206c4f1f6c2c4400293849,Ahmadabad,Gujarat,maternal_emergency,21.4,34.9,100.0,85.0,100.0,14,7,7,14,0,strong,"Watch: health-risk signal is 34.9/100, claimed supply signal is 100.0/100, and evidence strength is 85.0/100. Found 14 relevant claimed capabilities (7 strong, 7 partial). Overall evidence label is strong; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:9393d1f8ba1d8b6f91698c1c0939ce8984020d3cfa0094fd043411fd5476b24b,Surat,Gujarat,maternal_emergency,20.7,35.8,100.0,95.0,95.0,10,10,0,9,1,weak,"Watch: health-risk signal is 35.8/100, claimed supply signal is 100.0/100, and evidence strength is 95.0/100. Found 10 relevant claimed capabilities (10 strong, 0 partial). Overall evidence label is weak; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.911033+00:00
district:33c1e633a6dc2d5763f3c92a0606b8b952afea333a06dddc39dad92ee5ec46f2,West Khasi Hills,Meghalaya,critical_care,72.0,56.4,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 56.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:edc4a0edc6211f9702826b452b10feee04955e2f5ae451825c7e673a29958169,South West Khasi Hills,Meghalaya,critical_care,71.9,56.2,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 56.2/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:dc3e596003b20d7fc204eeced54d71c4b598cd75debd36f129c1a62cccfc767e,Pakur,Jharkhand,critical_care,71.5,55.5,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 55.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:3ea46709a607ababc33327f36d9d858fcd3f2abd687024200709606f03c5088c,Pashchimi Singhbhum,Jharkhand,critical_care,71.3,55.1,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 55.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:471d1577d957a9e7cd1bd6726df08d617c285b160f07a984c47ff5722e53b0a3,West Jaintia Hills,Meghalaya,critical_care,70.8,54.1,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 54.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:69eda4346ea96b44e6ad69cf4134c14df11376ab3db754f1d3add966c2e24a61,Bijapur,Chhattisgarh,critical_care,70.8,54.1,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 54.1/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:ad9d48c5ea04d42c7b44be4303a68578a3bdabe6056a10403998fa50d1dee8a4,Bastar,Chhattisgarh,critical_care,70.7,53.9,0.0,0.0,80.0,0,0,0,0,0,missing,"High planning priority: health-risk signal is 53.9/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:4cee09dddfbfe25fbcfcf1d57a38293600a037f3d8f2df376cd5402bd00d2544,Sahibganj,Jharkhand,critical_care,69.6,52.0,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 52.0/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:6c1509b2c268dde8511238a4aaab23d9ea43b7d44a338a7a27840bae50c93136,Sitamarhi,Bihar,critical_care,68.8,50.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 50.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:88ab0dde68d6c48c1e9d66372d68203f78360411d0cf9f8192d36a1cd93cf4fe,Araria,Bihar,critical_care,68.8,50.5,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 50.5/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
district:57b2b5f8b1209d45ee19ce46ad15760fdc8de9d8a36ec4f9bfc245efd183f001,Dumka,Jharkhand,critical_care,68.7,50.4,0.0,0.0,80.0,0,0,0,0,0,missing,"Medium planning priority: health-risk signal is 50.4/100, claimed supply signal is 0.0/100, and evidence strength is 0.0/100. No relevant facility claims were found for this care need. Overall evidence label is missing; review cited facility text before making an intervention decision.",2026-06-15T22:19:20.942380+00:00
